fy,id,perCap,fillKey
2014,AK,54.55,3
2014,AL,6.68,1
2014,AR,1.31,1
2014,AZ,3.75,1
2014,CA,7.58,1
2014,CO,4.79,1
2014,CT,6.95,1
2014,DC,132.72,6
2014,DE,4.86,1
2014,FL,3.11,1
2014,GA,5.18,1
2014,HI,49.07,2
2014,IA,4.05,1
2014,ID,4.23,1
2014,IL,4.76,1
2014,IN,2.35,1
2014,KS,4.96,1
2014,KY,8.15,1
2014,LA,5.94,1
2014,MA,9.92,1
2014,MD,3.31,1
2014,ME,7.91,1
2014,MI,3.56,1
2014,MN,4.16,1
2014,MO,1.03,1
2014,MS,6.54,1
2014,MT,8.04,1
2014,NC,8.87,1
2014,ND,7.34,1
2014,NE,4.03,1
2014,NH,4.43,1
2014,NJ,1.61,1
2014,NM,11.42,1
2014,NV,2.78,1
2014,NY,6,1
2014,OH,2.68,1
2014,OK,7.27,1
2014,OR,7.28,1
2014,PA,4.32,1
2014,PR,2.72,1
2014,RI,2.9,1
2014,SC,2.14,1
2014,SD,6.25,1
2014,TN,6.49,1
2014,TX,3.62,1
2014,UT,3.8,1
2014,VA,5.28,1
2014,VT,0.47,1
2014,WA,6.24,1
2014,WI,6.12,1
2014,WV,6.19,1
2014,WY,1.07,1
