fy,id,perCap,fillKey
2010,AK,116.94,5
2010,AL,30.8,2
2010,AR,30.49,2
2010,AZ,26.7,2
2010,CA,26.87,2
2010,CO,41.14,2
2010,CT,19.88,1
2010,DC,505.64,9
2010,DE,159.81,7
2010,FL,56.32,3
2010,GA,51.64,3
2010,HI,118.78,5
2010,IA,28.01,2
2010,ID,12.2,1
2010,IL,25.58,2
2010,IN,22.04,1
2010,KS,36.64,2
2010,KY,17.33,1
2010,LA,42.73,2
2010,MA,78.26,4
2010,MD,90.1,4
2010,ME,23.34,1
2010,MI,18.82,1
2010,MN,27.62,2
2010,MO,19.16,1
2010,MS,33.83,2
2010,MT,94.6,4
2010,NC,63.9,3
2010,ND,93.84,4
2010,NE,22.35,1
2010,NH,21.19,1
2010,NJ,11.7,1
2010,NM,49.96,2
2010,NV,15.63,1
2010,NY,62.06,3
2010,OH,49.16,2
2010,OK,18.99,1
2010,OR,31.07,2
2010,PA,17.44,1
2010,PR,21.53,1
2010,RI,85.36,4
2010,SC,40.95,2
2010,SD,85.11,4
2010,TN,102.03,5
2010,TX,24.78,1
2010,UT,23.81,1
2010,VA,22.74,1
2010,VT,25.23,2
2010,WA,49.79,2
2010,WI,19.1,1
2010,WV,12.88,1
2010,WY,13.97,1
