fy,id,perCap,fillKey
2009,AK,113.61,5
2009,AL,6.78,1
2009,AR,9.24,1
2009,AZ,16.07,1
2009,CA,9.65,1
2009,CO,6.8,1
2009,CT,6.06,1
2009,DC,252.16,9
2009,DE,8.22,1
2009,FL,5.95,1
2009,GA,7.68,1
2009,HI,56.61,3
2009,IA,14.98,1
2009,ID,9.71,1
2009,IL,10.78,1
2009,IN,5.98,1
2009,KS,25.11,2
2009,KY,10.56,1
2009,LA,20.92,1
2009,MA,17.48,1
2009,MD,10.88,1
2009,ME,2.81,1
2009,MI,4.96,1
2009,MN,6.14,1
2009,MO,6.24,1
2009,MS,13.51,1
2009,MT,29.86,2
2009,NC,8.61,1
2009,ND,36.8,2
2009,NE,13.01,1
2009,NH,3.07,1
2009,NJ,5.49,1
2009,NM,19.04,1
2009,NV,3.44,1
2009,NY,8.03,1
2009,OH,4.55,1
2009,OK,6.16,1
2009,OR,20.15,1
2009,PA,7.95,1
2009,PR,5.26,1
2009,RI,14.1,1
2009,SC,7.07,1
2009,SD,17.34,1
2009,TN,12.05,1
2009,TX,6.66,1
2009,UT,4.82,1
2009,VA,9.89,1
2009,VT,3.13,1
2009,WA,9.28,1
2009,WI,22.95,1
2009,WV,7.94,1
2009,WY,3.44,1
