fy,id,perCap,fillKey
2004,AK,108.47,5
2004,AL,32.85,2
2004,AR,12.89,1
2004,AZ,11.27,1
2004,CA,12.97,1
2004,CO,14.28,1
2004,CT,8.67,1
2004,DC,300.96,9
2004,DE,16.51,1
2004,FL,10.15,1
2004,GA,18.53,1
2004,HI,26.16,2
2004,IA,14.12,1
2004,ID,11.83,1
2004,IL,7.36,1
2004,IN,6.79,1
2004,KS,17.47,1
2004,KY,16.88,1
2004,LA,27.46,2
2004,MA,14.38,1
2004,MD,24.67,1
2004,ME,7.16,1
2004,MI,6.34,1
2004,MN,14.59,1
2004,MO,7.88,1
2004,MS,31.76,2
2004,MT,28.81,2
2004,NC,20.18,1
2004,ND,23.2,1
2004,NE,10.56,1
2004,NH,8.15,1
2004,NJ,4.91,1
2004,NM,16.65,1
2004,NV,8.34,1
2004,NY,7.65,1
2004,OH,11.13,1
2004,OK,9.26,1
2004,OR,17.51,1
2004,PA,9.1,1
2004,PR,2.54,1
2004,RI,13.72,1
2004,SC,17.94,1
2004,SD,12.22,1
2004,TN,24.59,1
2004,TX,11.66,1
2004,UT,14.7,1
2004,VA,17.52,1
2004,VT,10.79,1
2004,WA,7.1,1
2004,WI,6.03,1
2004,WV,18.94,1
2004,WY,12.58,1
