fy,id,perCap,fillKey
2007,AK,82.03,4
2007,AL,48.61,2
2007,AR,39,2
2007,AZ,13.49,1
2007,CA,16.5,1
2007,CO,26.25,2
2007,CT,12.68,1
2007,DC,153.35,7
2007,DE,32.94,2
2007,FL,17.69,1
2007,GA,30.07,2
2007,HI,37.32,2
2007,IA,15.83,1
2007,ID,20.01,1
2007,IL,14.73,1
2007,IN,9.23,1
2007,KS,27.48,2
2007,KY,22.14,1
2007,LA,50.63,3
2007,MA,23.95,1
2007,MD,28.99,2
2007,ME,15.08,1
2007,MI,13.31,1
2007,MN,16.26,1
2007,MO,12.49,1
2007,MS,50.96,3
2007,MT,56.21,3
2007,NC,32.62,2
2007,ND,97.53,4
2007,NE,17.82,1
2007,NH,14.52,1
2007,NJ,5.64,1
2007,NM,53.59,3
2007,NV,10.09,1
2007,NY,16.01,1
2007,OH,17.05,1
2007,OK,30.39,2
2007,OR,21.07,1
2007,PA,11.26,1
2007,PR,10.5,1
2007,RI,19.34,1
2007,SC,40.47,2
2007,SD,55.28,3
2007,TN,23.73,1
2007,TX,18.98,1
2007,UT,12.07,1
2007,VA,16.93,1
2007,VT,17.94,1
2007,WA,13.64,1
2007,WI,13.74,1
2007,WV,25.49,2
2007,WY,10.64,1
